GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66
1500000US370510006004,370510006004,"Block Group 4, Census Tract 6, Cumberland County, North Carolina",569,225,118,115,39,28,0,12,0,12,0,12,39,28,0,12,0,12,79,110,0,12,0,12,0,12,79,110,0,12,0,12,0,12,114,72,68,47,0,12,0,12,0,12,68,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,55,231,139,119,81,63,59,24,34,12,20,20,21,0,12,0,12,76,62,0,12,0,12,0,12,26,31,30,44,20,33,0,12,36,40,106,58,12,20,0,12,0,12,12,20,0,12,0,12,94,49,0,12,35,36,0,12,0,12,0,12,13,20,46,40,0,12
1500000US370510006005,370510006005,"Block Group 5, Census Tract 6, Cumberland County, North Carolina",978,219,112,75,112,75,38,41,0,12,0,12,46,44,28,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,214,97,144,81,80,65,46,51,0,12,0,12,18,29,0,12,52,61,0,12,0,12,0,12,0,12,0,12,52,61,18,29,432,129,272,82,161,73,69,46,0,12,14,22,28,44,0,12,94,70,33,42,14,24,0,12,0,12,13,21,0,12,34,33,66,55,220,72,35,38,0,12,0,12,35,38,0,12,0,12,185,81,9,15,11,18,11,18,0,12,0,12,0,12,154,84,0,12
1500000US370510007011,370510007011,"Block Group 1, Census Tract 7.01, Cumberland County, North Carolina",2187,348,521,208,497,207,361,175,49,58,0,12,35,38,52,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,36,232,103,222,103,172,94,29,33,0,12,0,12,21,32,0,12,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,843,174,690,161,592,162,47,46,0,12,15,21,36,30,0,12,132,72,17,27,0,12,25,38,18,28,17,28,0,12,55,36,21,32,591,139,87,51,0,12,0,12,87,51,0,12,0,12,504,132,0,12,68,53,112,66,33,38,0,12,16,26,275,122,0,12
1500000US370510007012,370510007012,"Block Group 2, Census Tract 7.01, Cumberland County, North Carolina",1141,219,294,144,178,98,88,71,0,12,0,12,31,38,59,69,0,12,116,93,0,12,0,12,0,12,116,93,0,12,0,12,0,12,101,62,65,52,32,36,33,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,40,470,120,329,102,223,99,39,35,0,12,14,24,53,59,0,12,127,72,0,12,14,22,0,12,0,12,61,49,0,12,52,41,14,22,276,102,72,71,0,12,0,12,72,71,0,12,0,12,204,107,0,12,35,36,65,52,0,12,0,12,15,23,89,91,0,12
1500000US370510007013,370510007013,"Block Group 3, Census Tract 7.01, Cumberland County, North Carolina",2107,364,463,161,408,144,280,140,0,12,0,12,31,49,97,77,0,12,16,26,16,26,0,12,0,12,0,12,0,12,0,12,39,42,422,174,369,170,201,121,1,10,0,12,50,56,117,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,47,814,163,613,143,397,112,123,80,14,22,31,36,36,43,12,17,65,53,0,12,0,12,0,12,33,39,0,12,0,12,32,36,136,65,408,141,35,42,0,12,0,12,35,42,0,12,0,12,373,143,0,12,57,52,79,69,37,37,0,12,0,12,200,121,0,12
1500000US370510007021,370510007021,"Block Group 1, Census Tract 7.02, Cumberland County, North Carolina",1301,193,292,97,275,97,152,97,18,20,0,12,40,43,65,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,133,60,97,49,65,50,12,16,0,12,11,17,9,15,0,12,15,23,0,12,0,12,0,12,0,12,0,12,15,23,21,21,550,85,400,92,281,91,76,49,10,15,15,22,16,19,2,4,39,24,0,12,0,12,0,12,9,11,16,20,0,12,14,18,111,43,326,77,50,52,0,12,0,12,50,52,0,12,0,12,276,83,0,12,113,67,31,29,31,22,0,12,0,12,101,53,0,12
1500000US370510007022,370510007022,"Block Group 2, Census Tract 7.02, Cumberland County, North Carolina",816,172,155,80,137,81,51,57,39,56,0,12,47,36,0,12,0,12,18,30,0,12,0,12,0,12,0,12,0,12,18,30,0,12,91,52,91,52,21,23,32,48,0,12,30,20,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,313,78,271,77,151,61,91,62,0,12,14,18,0,12,15,18,29,22,0,12,6,9,0,12,5,20,0,12,0,12,18,18,13,14,257,88,105,67,0,12,0,12,105,67,0,12,0,12,152,68,0,12,0,12,24,29,32,50,0,12,0,12,96,49,0,12
1500000US370510008001,370510008001,"Block Group 1, Census Tract 8, Cumberland County, North Carolina",648,137,198,80,175,70,30,23,14,21,0,12,105,68,26,33,0,12,23,35,0,12,0,12,0,12,23,35,0,12,0,12,0,12,129,61,62,35,36,27,1,3,0,12,19,20,6,9,0,12,17,18,0,12,0,12,0,12,17,18,0,12,0,12,50,38,253,67,164,56,92,48,31,27,0,12,30,24,5,8,6,10,24,23,0,12,0,12,8,14,0,12,7,12,0,12,9,13,65,48,68,42,7,12,0,12,0,12,7,12,0,12,0,12,61,41,0,12,11,17,23,26,0,12,0,12,0,12,27,27,0,12
1500000US370510008002,370510008002,"Block Group 2, Census Tract 8, Cumberland County, North Carolina",717,93,86,45,67,40,27,27,0,12,0,12,13,16,27,24,0,12,19,21,0,12,0,12,0,12,19,21,0,12,0,12,0,12,197,65,159,61,89,50,29,32,0,12,11,18,30,24,0,12,6,9,0,12,0,12,0,12,6,9,0,12,0,12,32,29,276,76,203,70,95,39,63,60,10,16,12,19,8,12,15,18,42,33,0,12,0,12,0,12,8,13,11,14,0,12,23,22,31,24,158,56,41,33,0,12,0,12,41,33,0,12,0,12,117,47,0,12,13,16,15,17,17,18,0,12,0,12,72,45,0,12
1500000US370510008003,370510008003,"Block Group 3, Census Tract 8, Cumberland County, North Carolina",1079,167,290,111,217,76,78,46,0,12,0,12,126,67,13,16,0,12,40,59,0,12,0,12,0,12,0,12,0,12,40,59,33,52,185,79,112,56,40,33,22,20,0,12,20,25,23,22,7,12,7,12,0,12,0,12,0,12,7,12,0,12,0,12,66,43,437,83,277,66,150,59,14,15,4,8,73,41,36,29,0,12,79,55,0,12,0,12,8,13,33,27,5,8,22,23,11,15,81,43,167,53,40,29,0,12,0,12,40,29,0,12,0,12,127,43,0,12,27,20,13,14,20,23,0,12,6,9,61,31,0,12
1500000US370510009001,370510009001,"Block Group 1, Census Tract 9, Cumberland County, North Carolina",975,284,244,116,211,122,0,12,74,88,0,12,123,95,14,22,0,12,14,24,0,12,0,12,0,12,14,24,0,12,0,12,19,30,295,181,206,125,86,81,25,41,0,12,69,67,26,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,73,389,99,215,83,167,67,35,55,0,12,0,12,0,12,13,21,131,54,0,12,0,12,0,12,64,46,13,21,0,12,54,39,43,39,47,42,19,29,0,12,0,12,19,29,0,12,0,12,28,31,0,12,0,12,0,12,0,12,0,12,0,12,28,31,0,12
1500000US370510009002,370510009002,"Block Group 2, Census Tract 9, Cumberland County, North Carolina",807,198,167,103,167,103,27,45,0,12,0,12,87,66,53,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,401,149,319,138,203,115,0,12,0,12,56,46,44,45,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,82,58,205,99,165,92,78,59,0,12,28,34,0,12,46,55,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,36,34,37,0,12,0,12,0,12,0,12,0,12,0,12,34,37,0,12,17,27,0,12,0,12,0,12,0,12,17,27,0,12
1500000US370510009003,370510009003,"Block Group 3, Census Tract 9, Cumberland County, North Carolina",900,288,243,142,228,134,83,73,0,12,0,12,131,110,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,270,123,168,112,107,80,7,16,0,12,17,27,37,61,0,12,10,17,0,12,0,12,0,12,10,17,0,12,0,12,92,69,314,127,268,134,144,93,44,51,19,32,61,85,0,12,0,12,19,33,0,12,0,12,0,12,0,12,0,12,0,12,19,33,27,29,73,69,0,12,0,12,0,12,0,12,0,12,0,12,73,69,0,12,0,12,18,29,18,30,0,12,0,12,37,56,0,12
